name,ingredients_name,category
Quick And Easy Chilli Bean Dip Recipe With Chips,"Baked beans, Britannia Cheese Spread - Mexican Chilli, Garlic, Spring Onion (Bulb & Greens), Cumin powder (Jeera), Red Chilli powder, Coriander (Dhania) Leaves, Salt, Extra Virgin Olive Oil",Other
Mambazha Pea Cookie Recipe - Mango Pea Cookie,"Mango (Ripe), Turmeric powder (Haldi), Fresh coconut, Cumin seeds (Jeera), Green Chilli, Curd (Dahi / Yogurt), Salt, Coconut Oil, Mustard seeds (Rai/ Kadugu), Methi Seeds (Fenugreek Seeds), Curry leaves",Other
Mango Chunda Pickle Recipe - Gujarati Mango Chunda Recipe,"Mango (Raw), Salt, Turmeric powder (Haldi), Sugar, Red Chilli powder, Cumin seeds (Jeera)",Other
Churros Recipe With Cinnamon & Sugar | Eggless Recipe,"Milk, Water, Butter (Salted), Salt, Sugar, All Purpose Flour (Maida), Baking powder, Caster Sugar, Cinnamon Powder (Dalchini)",Other
Beetroot Pancake Recipe,"Beetroot, Whole Wheat Flour, Baking powder, Sugar, Oil, Milk, Whole Eggs, Oil",Other
Methi Aur Kache Kele Ki Sabzi Recipe-Fenugreek Greens & Raw Banana Stir Fry,"Raw Banana, Methi Leaves (Fenugreek Leaves), Onion, Tomato, Ginger Garlic Paste, Green Chilli, Cumin seeds (Jeera), Red Chilli powder, Turmeric powder (Haldi), Coriander Powder (Dhania), Oil, Salt",Asian
Pull Apart Mini Pizza Boats Recipe,"Active dry yeast, Sugar, Lukewarm Water, Whole Wheat Flour, Salt, Italian seasoning, Extra Virgin Olive Oil, Tomatoes, Onion, Pickled Jalapenos, Garlic, Homemade tomato puree, Salt, Sugar, Dried oregano, Italian seasoning, Green Bell Pepper (Capsicum), Button mushrooms, Green Chillies, Garlic, Dried oregano, Red Bell pepper (Capsicum), Salt, Extra Virgin Olive Oil, Mozzarella cheese",Italian
Ridge Gourd Pachadi Recipe - Ridge Gourd Chutney,"Ridge Gourd (Turai/ Peerkangai), Green Chillies, Tamarind Paste, Garlic, Cumin seeds (Jeera), Salt, Oil",Other
Chicken Donne Biryani Recipe - Bangalore Shivaji Military Style ,"Chicken, Curd (Dahi / Yogurt), Turmeric powder (Haldi), Lemon juice, Salt, Coriander (Dhania) Leaves, Mint Leaves (Pudina), Green Chillies, Seeraga (Jeeraga) Samba rice, Oil, Bay leaf (tej patta), Cinnamon Stick (Dalchini), Cloves (Laung), Cardamom (Elaichi) Pods/Seeds, Star anise, Onions, Ginger, Garlic, Salt",Indian
Raw Banana & Ajwain Paratha Recipe,"Whole Wheat Flour, Salt, Raw Banana, Ajwain (Carom seeds), Garam masala powder, Amchur (Dry Mango Powder), Coriander Powder (Dhania), Turmeric powder (Haldi), Green Chillies, Sugar, Coriander (Dhania) Leaves",Other
Foxtail Millet Fried Rice Recipe,"Foxtail Millet, Green beans (French Beans), Red Yellow or Green Bell Pepper (Capsicum), Carrots (Gajjar), Celery, Spring Onion (Bulb & Greens), Ginger, Spring Onion (Bulb & Greens), Soy sauce, Black pepper powder, Oil, Salt",Other
Basic Homemade Bread Recipe Using Yeast,"All Purpose Flour (Maida), Active dry yeast, Sugar, Salt, Lukewarm Water, Oil",Other
How To Make Homemade Yogurt - Curd,"Milk, Curd (Dahi / Yogurt)",Other
Strawberry and Caramelised Onion Salad,"Green beans (French Beans), Salad leaves, Strawberries, Onions, Garlic, Extra Virgin Olive Oil, Red Wine Vinaigrette, Honey, Salt and Pepper",Other
Homemade Fresh Orange Juice Recipe,"Orange, Salt, Sugar",Other
Mosaru Kodubale Recipe - Yogurt-Rice Flour Fritters,"Rice flour, Fresh coconut, Hung Curd (Greek Yogurt), Water, Cumin seeds (Jeera), Green Chillies, Asafoetida (hing), Salt, Oil",Other
Cheesy Stuffed Mushrooms With Spinach Recipe,"Button mushrooms, Spinach, Garlic, Britannia Cheese Spread - Asli Pepper, Britannia Cheezza, Extra Virgin Olive Oil",Other
मसाला डोसा रेसिपी लाल चटनी के साथ - Masala Dosa With Red Chutney Recipe,"इडली डोसा मिश्रण, तेल, चाट मसाला पाउडर, आलू मसाला, लहसुन चटनी, आलू, प्याज, अदरक, हरी मिर्च, हल्दी पाउडर, कढ़ी पत्ता , हरा धनिया, नमक",Indian
Kesar Pista Lassi Recipe - Kesar Pista Lassi Recipe,"Yogurt, sugar, cream, saffron, pistachio, ice",Other
Tangy Red Purifier - Tomato Beetroot Juice Recipe,"Beetroot, Tomato, Cucumber, Ginger, Lemon juice, Coriander (Dhania) Leaves, Black Salt (Kala Namak)",Other
Microwave Oats Milk Halwa Recipe,"Instant Oats (Oatmeal), Water, Sugar, Cardamom Powder (Elaichi), Pistachios, Ghee",Other
Mexican Vegetarian Burrito Bowl Recipe,"Cooked rice, Coriander (Dhania) Leaves, Whole Black Peppercorns, Salt, Lemon juice, Rajma (Large Kidney Beans), Homemade tomato puree, Onion, Garlic, Cumin seeds (Jeera), Chipotle Chillies / Peppers, Oil, Salt, Red Bell pepper (Capsicum), Green Bell Pepper (Capsicum), Yellow Bell Pepper (Capsicum), Onion, Garlic, Dried oregano, Red Chilli flakes, Salt, Extra Virgin Olive Oil, Del Monte Whole Corn Kernels, Onion, Tomato, Coriander (Dhania) Leaves, Lemon juice, Red Chilli flakes, Salt, Cheddar cheese, Lettuce leaves, Black olives, Guacamole",Mexican
Mixed Vegetable Sambar Recipe - Tangy Lentil Curry With Vegetables,"Arhar dal (Split Toor Dal), Tamarind Water, Pearl onions (Sambar Onions), Mooli/ Mullangi (Radish), Green Bell Pepper (Capsicum), Carrot (Gajjar), Tomatoes, Sambar Powder, Salt, Sesame (Gingelly) Oil, Mustard seeds (Rai/ Kadugu), Dry Red Chillies, Asafoetida (hing), Curry leaves, Coriander (Dhania) Leaves",Indian
Suran Fodi Recipe - Goan Semolina Crusted Yam,"Elephant yam (Suran/Senai/Ratalu), Tamarind Paste, Salt, Red Chilli powder, Turmeric powder (Haldi), Oil, Sooji (Semolina/ Rava), Rice flour, Red Chilli powder, Turmeric powder (Haldi), Salt",Other
"Bread Boats Recipe Filled With Spinach, Eggs And Sandwich Spread","Crusty bread log, Spinach Leaves (Palak), Onion, Garlic, Del Monte Sandwich Spread, Whole Eggs, Whole Black Peppercorns, Extra Virgin Olive Oil, Salt, Sugar, Cherry tomatoes, Butter (Salted)",American
Moong Dal Idli With Thengai Milagai Podi Recipe,"Yellow Moong Dal (Split), Idli Rice, Methi Seeds (Fenugreek Seeds), Salt, Dry coconut (kopra), Chana dal (Bengal Gram Dal), White Urad Dal (Split), Asafoetida (hing), Sesame seeds (Til seeds), Dry Red Chillies, Kashmiri Red Chilli Powder, Tamarind, Salt, Curry leaves, Mustard seeds (Rai/ Kadugu), Black Urad Dal (Split), Ghee",Indian
Kalmi Kabab Recipe - Mughlai Style Chicken Tangdi Kebab,"Chicken legs, Hung Curd (Greek Yogurt), Fresh cream, Ginger, Garlic, Lemon juice, Turmeric powder (Haldi), Cashew nuts, Cumin powder (Jeera), Garam masala powder, Red Chilli powder, Black pepper powder, Salt",Other
Mughlai Bhindi Recipe - Spicy Okra Curry,"Bhindi (Lady Finger/Okra), Onion, Tomato, Ginger Garlic Paste, Turmeric powder (Haldi), Garam masala powder, Salt, Oil, Coriander (Dhania) Seeds, Cumin seeds (Jeera), Red Chilli flakes, Fennel seeds (Saunf), Whole Black Peppercorns, Whole Almonds (Badam)",Indian
Mango Falooda Recipe,"Mango (Ripe), Falooda sev, Basil seeds (Sabja), Cashew nuts, Sultana Raisins, Vanilla custard, Jello, Mango (Ripe), Ice cream, Saffron strands",Other
Chicken Keema Dosa Recipe - Madurai Curry Dosa Recipe,"Idli Dosa Batter, Whole Eggs, Ghee, Gingelly oil, Cumin seeds (Jeera), Chicken, Curry leaves, Onion, Ginger, Garlic, Green Chillies, Homemade tomato puree, Turmeric powder (Haldi), Red Chilli powder, Black pepper powder, Coriander Powder (Dhania), Cumin powder (Jeera), Garam masala powder, Coriander (Dhania) Leaves, Salt",Indian
Onion And Parmesan Toast Recipe,"Whole Wheat Brown Bread, Onion, Classic Mayonnaise (With Egg), Parmesan cheese, Butter (Salted), Italian seasoning",Other
Bihari Green Peas Bharbhara Recipe,"Green peas (Matar), Gram flour (besan), Onion, Green Chillies, Ginger, Garam masala powder, Black pepper powder, Cumin powder (Jeera), Coriander (Dhania) Powder, Red Chilli powder, Salt, Oil",Other
How To Roast A Papad,,Other
Mango Panna Recipe With Jaggery,"Mango (Raw), Jaggery, Cumin powder (Jeera), Black Salt (Kala Namak), Black pepper powder, Mint Leaves (Pudina), Water, Ice cubes",Other
Tomato Poha With Peas Recipe,"Poha (Flattened rice), Green peas (Matar), Onion, Tomatoes, Green Chilli, Garlic, Fennel seeds (Saunf), Mustard seeds (Rai/ Kadugu), Asafoetida (hing), Turmeric powder (Haldi), Red Chilli powder, Coriander Powder (Dhania), Curry leaves, Coriander (Dhania) Leaves, Oil, Lemon juice, Salt",Other
Kopparai Thengai Milagai Podi Recipe - Dry Coconut Chutney Podi,"Dry coconut (kopra), Chana dal (Bengal Gram Dal), White Urad Dal (Split), Asafoetida (hing), Sesame seeds (Til seeds), Dry Red Chillies, Tamarind, Salt",Other
Moong Dal Idli Recipe,"Yellow Moong Dal (Split), Idli Rice, Methi Seeds (Fenugreek Seeds), Salt, Water, Ghee",Indian
Quick Cauliflower Sabzi Recipe - Phool Gobi Sabzi Recipe,"Cauliflower (gobi), Tomatoes, Onion, Ginger, Cumin seeds (Jeera), Turmeric powder (Haldi), Red Chilli powder, Garam masala powder, Salt, Coriander (Dhania) Leaves, Oil",Other
Classic Cheesecake Recipe With Lemon Curd Made Using Preethi Electric Pressure Cooker,"Whole Eggs, Egg yolks, Caster Sugar, Butter (Unsalted), Lemon zest, Lemon, Ginger Cookies, Butter (Salted), Britannia Cream Cheese, Sugar, All Purpose Flour (Maida), Salt, Hung Curd (Greek Yogurt), Vanilla Extract, Whole Eggs",Other
One Pot Vegetable Biryani Recipe In Preethi Electric Pressure Cooker,"Green beans (French Beans), Carrots (Gajjar), Potatoes (Aloo), Garlic, Ginger, Onion, Green Chillies, Basmati rice, Tomato, Cloves (Laung), Cinnamon Stick (Dalchini), Cardamom (Elaichi) Pods/Seeds, Bay leaves (tej patta), Turmeric powder (Haldi), Red Chilli powder, Coriander Powder (Dhania), Salt, Oil, Mint Leaves (Pudina)",Indian
Chocolate Marble Cake Recipe Using Preethi Electric Pressure Cooker,"Butter (Salted), Caster Sugar, Whole Eggs, All Purpose Flour (Maida), Cocoa Powder, Baking powder, Milk, Vanilla Extract",Other
Chilli Chocolate Cake Recipe,"Butter (Salted), Caster Sugar, Whole Eggs, All Purpose Flour (Maida), Cocoa Powder, Baking powder, Salt, Fresh Red chillies, Strawberry Compote",Other
Green Coriander Coconut Chutney Recipe,"Fresh coconut, Coriander (Dhania) Leaves, Green Chillies, Water, Salt, Lemon juice, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Dry Red Chillies, Curry leaves, Oil",Other
Spicy Mango Lime Grilled Chicken Recipe,"Chicken breasts, Mango (Ripe), Lemon juice, Sriracha sauce, Fish sauce, Extra Virgin Olive Oil, Garlic, Salt, Honey, Sriracha sauce, Corn flour, Water, Extra Virgin Olive Oil",Other
Mango Rice Noodle Salad With Cucumber & Carrot Recipe,"Rice Vermicelli Noodles (Thin), Cucumber, Carrot (Gajjar), Red Bell pepper (Capsicum), Yellow Bell Pepper (Capsicum), Mango (Ripe), Spring Onion (Bulb & Greens), Mint Leaves (Pudina), Cashew nuts, Ginger, Soy sauce, Sesame (Gingelly) Oil, Lemon juice, Honey",Other
Lettuce Wrap Recipe with Asian Style Roasted Vegetables,"Iceberg lettuce, Red Bell pepper (Capsicum), Green zucchini, Sweet corn, Tofu, Spring Onion (Bulb & Greens), Ginger, Black pepper powder, Soy sauce, Red Chilli sauce, Tomato Ketchup, Sesame (Gingelly) Oil, Salt",Other
Guava And Papaya Mimosa Drink Recipe,"Guava juice, Papaya juice, Champagne, Lemon, Guava, Papaya",Other
Ukadpendi Recipe - Maharashtrian Style Spiced Rice Flour Porridge,"Water, Buttermilk, Rice flour, Oil, Green Chillies, Cumin seeds (Jeera), Mustard seeds (Rai/ Kadugu), Asafoetida (hing), Curry leaves, Sugar, Salt, Roasted Peanuts (Moongphali), Peanut oil",Other
Kesar Pista Phirni Recipe,"Milk, Basmati rice, Sugar, Saffron strands, Cardamom Powder (Elaichi), Whole Almonds (Badam), Pistachios",Other
Chinese Bhel Recipe - No Onion No Garlic,"Hakka Noodles, Carrots (Gajjar), Green Bell Pepper (Capsicum), Green beans (French Beans), Soy sauce, Red Chilli sauce, Tomato Ketchup, Salt, Whole Black Peppercorns, Coriander (Dhania) Leaves",Other
Thotakura Majjiga Pulusu Recipe - Amaranth Leaves in Buttermilk Stew,"Green Amaranth Leaves, Onion, Turmeric powder (Haldi), Curd (Dahi / Yogurt), Salt, Oil, Fresh coconut, Green Chilli, Coriander (Dhania) Leaves, Mustard seeds (Rai/ Kadugu), Methi Seeds (Fenugreek Seeds), Cumin seeds (Jeera), Asafoetida (hing), Curry leaves, Dry Red Chillies, Oil",Other
Cabbage Bhurji Recipe,"Cabbage (Patta Gobi/ Muttaikose), Whole Eggs, Cumin seeds (Jeera), Ginger, Garlic, Green Chillies, Coriander Powder (Dhania), Turmeric powder (Haldi), Red Chilli powder, Black pepper powder, Salt, Mint Leaves (Pudina)",Other
Eggless Custard Cookie Recipe,"All Purpose Flour (Maida), Vanilla custard, Baking powder, Icing Sugar, Butter (Salted), Vanilla Extract",Other
Palak Makki Ki Roti Recipe - Spicy Spinach Cornmeal Flatbread Recipe),"Makki Ka Atta (Yellow Corn Meal Flour), Whole Wheat Flour, Spinach Leaves (Palak), Ginger, Red Chilli powder, Cumin powder (Jeera), Salt, Oil",Other
Vegan Jackfruit Ice Cream Recipe With Coconut Milk,"Coconut milk, Jackfruit Ripe (Kathal), Sugar, Jackfruit Ripe (Kathal)",Other
Traditional Shahi Tukda Recipe - Hyderabadi Double Ka Meetha,"Milk, Sugar, Cardamom Powder (Elaichi), Saffron strands, Rose water, Sugar, Water, Cardamom Powder (Elaichi), Rose water, Whole Wheat Brown Bread, Ghee, Whole Almonds (Badam), Pistachios",Other
Aam Ka Panna Recipe - Raw Mango Juice Recipe,"Mango (Raw), Sugar, Cardamom Powder (Elaichi), Saffron strands, Whole Black Peppercorns, Salt",Other
Quinoa With Grilled Zucchini & Chickpea Recipe,"Quinoa, Water, Salt, Green zucchini, Kabuli Chana (White Chickpeas), Spring Onion (Bulb & Greens), Tomatoes, Green Chillies, Garlic, Dill leaves, Dried oregano, Salt, Extra Virgin Olive Oil",Other
Masala Carrot And Peas Sandwich Recipe,"Whole Wheat Brown Bread, Carrot (Gajjar), Green peas (Matar), Garlic, Green Chillies, Black pepper powder, Chaat Masala Powder, Cheese, Salt",Indian
Pudina Quinoa Recipe,"Quinoa, Onion, Garlic, Green Chilli, Cinnamon Stick (Dalchini), Cloves (Laung), Cardamom (Elaichi) Pods/Seeds, Mint Leaves (Pudina), Salt, Ghee",Other
Thandu Keerai Sambar Recipe - Amaranth Greens Sambar Recipe,"Tamarind Water, Pearl onions (Sambar Onions), Red Amaranth Leaves, Sambar Powder, Turmeric powder (Haldi), Arhar dal (Split Toor Dal), Salt, Sesame (Gingelly) Oil, Asafoetida (hing), Mustard seeds (Rai/ Kadugu), Curry leaves, Dry Red Chilli",Other
How to make Flax Seed Egg Replacer For Eggless Cakes,"Flax seed powder (flax meal), Water",Other
Sukhi Suran Masala Sabzi Recipe - Sukhi Suran Masala Sabzi Recipe,"Yam, Onion, Green Chillies, Ginger, Garlic, Curry Leaves, Cumin Seeds, Turmeric Powder, Coriander Powder, Cumin Powder, Red Chili Powder, Garam Masala Powder, Salt, Oil, Black Pepper Powder",Indian
अंकुरित कोल्लु सांबर रेसिपी - Sprouted Kollu Sambar Recipe,"कुलीथ दाल, गाजर, लौकी, टमाटर, छोटे प्याज, इमली का पानी, सांबर पाउडर, हल्दी पाउडर, नमक, तिल का तेल, राइ, सुखी लाल मिर्च , हींग, कढ़ी पत्ता ",Other
Baingan Methi Ka Bharta Recipe with Pomegranate,"Fenugreek, brinjal, ginger, onion, tomato, green chilli, turmeric powder, garam masala powder, coriander powder, butter, red chilli powder, salt, oil, pomegranate powder",Other
Cabbage Onion Vada Recipe,"White Urad Dal (Whole), Cabbage (Patta Gobi/ Muttaikose), Onions, Ginger, Green Chillies, Coriander (Dhania) Leaves, Salt",Other
Vepilakatti - Lime Leaves Pickle Recipe,"Kaffir lime leaves, Dry Red Chillies, Shallots, Curry leaves, Salt, Tamarind, Asafoetida (hing)",Other
Lemon And Ginger Spicy Black Eyed Beans Recipe,"Black Eyed Beans (Lobia), Onion, Garlic, Red Yellow or Green Bell Pepper (Capsicum), Tomatoes, Ginger, Extra Virgin Olive Oil, Cumin powder (Jeera), Red Chilli powder, Salt, Coriander (Dhania) Leaves, Lemon juice",Other
Semiya Payasam Recipe - Vermicelli Kheer Recipe,"Milk, Semiya (Vermicelli), Water, Sugar, Cashew nuts, Sultana Raisins, Cardamom Powder (Elaichi), Saffron strands, Ghee",Other
लाल मास बिरयानी रेसिपी - Laal Maas Biryani Recipe,"Mutton, Curd, Cumin Powder, Coriander Powder, Ginger Garlic Paste, Salt, Dried Kashmiri Chillies, Cumin Seeds, Big Cardamom, Cardamom, Cinnamon, Cloves, Bay Leaf, Ghee, Onion, Garam Masala Powder, Salt, Coriander Leaves, Charcoal, Ghee, Bay Leaf, Dried Kashmiri Chillies, Big Cardamom, Cardamom, Cinnamon, Cloves, Onion, Ginger, Garlic, Salt, Green Chillies, Coriander Powder, Kashmiri Red Chillie Powder, Turmeric Powder, Rice, Coriander Leaves, Mint",Indian
कॉर्न और मटर की करी रेसिपी - Corn And Peas Curry Recipe,"कॉर्न कोब, नमक, पानी , जीरा, धनिये के बीज, सुखी लाल मिर्च , तेल, लहसुन, अदरक, प्याज, नारियल, तेल, राइ, कढ़ी पत्ता , टमाटर प्यूरी, नमक, हल्दी पाउडर, गरम मसाला पाउडर , कश्मीरी लाल मिर्च पाउडर, हरे मटर",Indian
Pudina Quinoa Recipe,"Quinoa, onion, garlic, cinnamon, cloves, cardamom, mint, salt, green chillies, ghee",Other
Green Moong Dal Pulao With Vegetables Recipe,"Ghee, Cumin seeds (Jeera), Onion, Garlic, Ginger, Green Chillies, Cardamom (Elaichi) Pods/Seeds, Cinnamon Stick (Dalchini), Tomatoes, Green beans, Carrots, Turmeric powder (Haldi), Green Moong Dal (Whole), Rice, Salt, Water",Indian
Eggless Chocolate Chip And Honey Cookies Recipe,"All Purpose Flour (Maida), Caster Sugar, Honey, Vanilla Extract, Butter (Salted), Chocolate chips",Other
Paruppu Thogayal Recipe -Toor & Bengal Gram Chutney,"Arhar dal (Split Toor Dal), Roasted Gram Dal (Pottukadalai), Whole Black Peppercorns, Dry Red Chillies, Onion, Fresh coconut, Salt, Jaggery, Tamarind Paste, Oil, Asafoetida (hing), Salt",Other
Roasted Carrot Hummus Falafel Wrap Recipe,"Carrots (Gajjar), Kala Chana (Brown Chickpeas), Lemon juice, Sesame seeds (Til seeds), Garlic, Salt, Cumin powder (Jeera), Oil, Parsley leaves, Kala Chana (Brown Chickpeas), Rolled Oats Or Instant Oats, Garlic, Cumin powder (Jeera), Parsley leaves, Salt and Pepper, Whole Wheat Flour Tortilla, Falafel, Homemade Hummus, Tomatoes, Red onion, Avocado, Iceberg lettuce, Tabasco Original - Hot Sauce, Salt and Pepper",Middle Eastern
Greek Style Revithia Sto Fourno - Chickpeas with Caramelized Onions Recipe,"Kala Chana (Brown Chickpeas), Garlic, Extra Virgin Olive Oil, Water, Rosemary, Salt, Black pepper powder, Caramelized onions",Other
Vanilla Flavored Kunafa Recipe,"Kunafa pastry, Butter (Salted), Sugar, Vanilla Extract, Milk, Corn flour, Sugar, Vanilla Extract, Sugar, Water",Other
Creamy Phirni Recipe - North Indian Rice Pudding,"Milk, Rice, Cardamom (Elaichi) Pods/Seeds, Sugar, Whole Almonds (Badam)",Other
एगलेस चॉकलेट चिप एंड हनी कुकी रेसिपी - Eggless Chocolate Chip And Honey Cookies Recipe,"मैदा (ऑल पर्पस आटा), कास्टर शक्कर, शहद , वनीला एक्सट्रेक्ट, मक्खन, चॉकलेट चिप्स",Other
Paneer Carrot Stuffed Paratha Recipe,"Whole Wheat Flour, Salt, Oil, Water, Paneer (Homemade Cottage Cheese), Carrot (Gajjar), Onion, Green Chillies, Cumin powder (Jeera), Mint Leaves (Pudina), Salt, Ghee",Other
Puri Recipe,"Wheat flour, Oil, Kalonji seeds, Salt",Other
Bangalore Restaurant Style Sambar Recipe - Bangalore Restaurant Style Sambar Recipe,"Cumin seeds, coriander seeds, Byadagi red chilli, Guntur red chilli, coconut, arhar dal, shallots, onions, tomatoes, curry leaves, mustard seeds, turmeric powder, asafoetida, coriander seeds, tamarind water, jaggery, salt, oil, coriander leaves",Other
Japanese Cotton Cheesecake Recipe,"Milk, Cardamom Powder (Elaichi), Saffron strands, Sugar, Rabdi, Whole Eggs, Britannia Cream Cheese, Butter (Salted), All Purpose Flour (Maida), Corn flour, Sugar",Other
Indori Poha Recipe,"Poha (Flattened rice), Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Fennel seeds (Saunf), Raw Peanuts (Moongphali), Onion, Ginger, Green Chillies, Curry leaves, Turmeric powder (Haldi), Red Chilli powder, Salt, Sugar, Coriander (Dhania) Leaves, Onion, Fresh Pomegranate Fruit Kernels",Other
Banana And Cranberry Bran Muffins Recipe,"Instant Oats (Oatmeal), Milk, Ripe Bananas, Vanilla Extract, Whole Wheat Flour, Baking powder, Baking soda, Cinnamon Powder (Dalchini), Cranberries, Salt, Butter (Unsalted), Honey, Maple syrup",Other
Mutton Keema Samosa Recipe-Mangsher Singara,"Mutton, Onion, Garlic, Ginger, Green Chillies, Mint Leaves (Pudina), Coriander (Dhania) Leaves, Turmeric powder (Haldi), Kashmiri Red Chilli Powder, Coriander (Dhania) Powder, Garam masala powder, Cumin powder (Jeera), Salt, Oil, All Purpose Flour (Maida), Butter (Salted), Salt, Water",Other
Salted Caramel Ice Cream Recipe With Salted Roasted Almonds,"Fresh cream, Milk, Sugar, Vanilla Extract, Whole Almonds (Badam), Butter (Salted), Sugar, Fresh cream, Vanilla Extract, Sea salt",Other
Gingerbread Biscotti Recipe,"All Purpose Flour (Maida), Whole Wheat Flour, Baking powder, Butter (Salted), Oil, Brown Sugar (Demerara Sugar), Molasses, Dry ginger powder, All spice powder, Whole Eggs, Salt, Hazelnut",Other
Mint & Coriander Raita Recipe,"Curd (Dahi / Yogurt), Coriander (Dhania) Leaves, Mint Leaves (Pudina), Salt, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Curry leaves, Asafoetida (hing), Oil",Other
Roasted Papad Chaat Recipe,"Papads, Raw Peanuts (Moongphali), Cashew nuts, Onions, Tomatoes, Cucumber, Potatoes (Aloo), Lemon juice, Chaat Masala Powder, Salt, Green Chillies, Coriander (Dhania) Leaves",Other
Fresh Fruit Bowl Recipe,"Strawberries, Green Grapes, Orange, Ripe Bananas, Fresh Pomegranate Fruit Kernels, Kiwi, Apple, Red grapes, Chaat Masala Powder, Salt and Pepper",Other
Masala Chai Recipe - Indian Spiced Tea,"Water, Loose leaf tea, Ginger, Cardamom Powder (Elaichi), Black pepper powder, Cinnamon Powder (Dalchini), Milk, Sugar",Indian
Kinnathappam Recipe,"Basmati rice, Sugar, Fresh coconut, Water, Cumin seeds (Jeera), Cardamom Powder (Elaichi), Whole Egg, Oil",Other
Bell Pepper & Parsley Rice Recipe,"Olive oil, garlic, onion, salt, rosemary, rice, olive oil, red chilli flakes, salt, capsicum (green), mixed herbs, capsicum (red), capsicum (yellow), parsley",Other
Mint Moong Dal Recipe,"Yellow moong dal, red chilli powder, turmeric powder, cumin powder, asafoetida, ghee, mint, water, salt",Indian
Thalicha Thayir Sadam Recipe - Spicy Seasoned Curd Rice,"Cooked rice, Curd (Dahi / Yogurt), Anardana Powder (Pomegranate Seed Powder), Green Chillies, Salt, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Curry leaves, Oil",Other
Dal Vada with Oats and Vegetable Recipe ,"Chana dal (Bengal Gram Dal), White Urad Dal (Whole), Instant Oats (Oatmeal), Green Chilli, Onion, Carrot (Gajjar), Cabbage (Patta Gobi/ Muttaikose), Garlic, Curry leaves, Coriander (Dhania) Leaves, Salt",Indian
Mangalorean Style Masala Pundi Recipe - Steamed rice dumpling in Onion Gravy,"Dosa rice, Fresh coconut, Salt, Onion, Garlic, Mustard seeds (Rai/ Kadugu), Curry leaves, Tamarind Water, Salt, Asafoetida (hing), Coriander (Dhania) Leaves, Coriander (Dhania) Seeds, Methi Seeds (Fenugreek Seeds), Cumin seeds (Jeera), White Urad Dal (Split), Dry Red Chillies, Fresh coconut",Indian
Semiya Kesari Recipe,"Hot water, Semiya (Vermicelli), Sugar, Cashew nuts, Sultana Raisins, Cardamom Powder (Elaichi), Saffron strands, Ghee",Other
Pyaaz Curry Patta Chaach Recipe - Onion And Curry Leaves Spiced Buttermilk,"Curd (Dahi / Yogurt), Milk, Water, Onion, Curry leaves, Coriander (Dhania) Leaves, Salt, Black pepper powder",Indian
Lehsun Amla Chutney Recipe - Garlic Gooseberry Chutney,"Amla (Nellikai/ Gooseberry), Pearl onions (Sambar Onions), Garlic, Green Chillies, Mint Leaves (Pudina), Coriander (Dhania) Leaves, Salt, Oil, Oil, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Chana dal (Bengal Gram Dal), Curry leaves, Cashew nuts",Other
Peanut Butter Lassi Recipe - Peanut Butter Yogurt Smoothie,"Curd (Dahi / Yogurt), Fresh cream, Peanut Butter, Sugar, Salt, Ice cubes",Other
Israeli Couscous Salad Recipe,"Couscous, Water, Turmeric powder (Haldi), Red Bell pepper (Capsicum), Yellow Bell Pepper (Capsicum), Onion, Dried Figs, Apricots, Cranberries, Pistachios, Coriander (Dhania) Leaves, Orange Zest (Rind), Cumin powder (Jeera), Cardamom Powder (Elaichi), Cinnamon Powder (Dalchini), Lemon juice, Fresh orange juice, Ginger, Honey, Extra Virgin Olive Oil, Lemon zest",Other
Turkish Chicken Gozleme Recipe-Stuffed Spinach Chicken Bread,"All Purpose Flour (Maida), Whole Wheat Flour, Hung Curd (Greek Yogurt), Salt, Chicken, Spinach Leaves (Palak), Onion, Garlic, Tomatoes, Cumin powder (Jeera), Coriander Powder (Dhania), Paprika powder, Black pepper powder, Mint Leaves (Pudina), Spring Onion (Bulb & Greens), Salt, Feta Cheese",Other
Watermelon Basil Green Tea Recipe,"Tea Monk Sei White Tea, Watermelon juice, Lemon juice, Basil leaves",Other
Passion Fruit- Shrikhand Shots Recipe,"Curd (Dahi / Yogurt), Passion fruit, Caster Sugar, Cardamom Powder (Elaichi), Saffron strands, Chocolate chips, Passion fruit",Other
Kerala Thenga Chammanthi Recipe- Coconut Onion Chutney,"Fresh coconut, Shallots, Tamarind, Dry Red Chilli, Ginger, Dry Red Chillies, Curry leaves, Salt",Other
Mughlai Bhindi Recipe,"Bhindi, Onion, Tomato, Ginger garlic paste, Turmeric powder, Garam masala powder, Salt, Oil, Coriander seeds, Cumin seeds, Red chilli flakes, Fennel seeds, Whole black pepper, Almonds",Other
Bhindi Masala Recipe –,"Bhindi, Onion, Tomato, Turmeric Powder, Coriander Powder, Red Chili Powder, Salt",Indian
Chocolate Glazed Coconut Macaroons Recipe,"Sweetened coconut flakes, Condensed Milk, Vanilla Extract, Egg whites, Salt, Chocolate Bar",Other
